29590,3,50,2108
29591,1,150,1749
29591,2,100,2623.5
29591,3,50,3498
29592,1,150,837
29592,2,100,1255.5
29592,3,50,1674
29593,1,150,2030
29593,2,100,3045
29593,3,50,4060
29594,1,150,1695
29594,2,100,2542.5
29594,3,50,3390
29595,1,150,937
29595,2,100,1405.5
29595,3,50,1874
29596,1,150,1085
29596,2,100,1627.5
29596,3,50,2170
29597,1,150,1670
29597,2,100,2505
29597,3,50,3340
29598,1,150,997
29598,2,100,1495.5
29598,3,50,1994
29599,1,150,1672
29599,2,100,2508
29599,3,50,3344
29600,1,150,989
29600,2,100,1483.5
29600,3,50,1978
29601,1,150,863
29601,2,100,1294.5
29601,3,50,1726
29602,1,150,1024
29602,2,100,1536
29602,3,50,2048
29603,1,150,1003
29603,2,100,1504.5
29603,3,50,2006
59872,1,150,1524
59872,2,100,2286
59872,3,50,3048
62451,1,150,1006
62451,2,100,1509
62451,3,50,2012
29841,1,150,940
29841,2,100,1410
29841,3,50,1880
64514,1,150,846
64514,2,100,1269
64514,3,50,1692
64499,1,150,920
64499,2,100,1380
64499,3,50,1840
64506,1,150,915
64506,2,100,1372.5
64506,3,50,1830
29792,1,150,978
29792,2,100,1467
29792,3,50,1956
67132,1,150,1043
67132,2,100,1564.5
67132,3,50,2086
67124,1,150,964
67124,2,100,1446
67124,3,50,1928
67125,1,150,822
67125,2,100,1233
67125,3,50,1644
30093,1,150,1079
30093,2,100,1618.5
30093,3,50,2158
30094,1,150,992
30094,2,100,1488
30094,3,50,1984
30095,1,150,1735
30095,2,100,2602.5
30095,3,50,3470
30194,1,150,987
30194,2,100,1480.5
30194,3,50,1974
30327,1,150,824
30327,2,100,1236
30327,3,50,1648
30328,1,150,1002
30328,2,100,1503
30328,3,50,2004
30252,1,150,926
30252,2,100,1389
30252,3,50,1852
67136,1,150,1747
67136,2,100,2620.5
67136,3,50,3494
67137,1,150,1515
67137,2,100,2272.5
67137,3,50,3030
30467,1,150,835
30467,2,100,1252.5
30467,3,50,1670
30586,1,150,964
30586,2,100,1446
30586,3,50,1928
30587,1,150,939
30587,2,100,1408.5
30587,3,50,1878
30588,1,150,1533
30588,2,100,2299.5
30588,3,50,3066
30589,1,150,2037
30589,2,100,3055.5
30589,3,50,4074
30590,1,150,997
30590,2,100,1495.5
30590,3,50,1994
30591,1,150,920
30591,2,100,1380
30591,3,50,1840
30565,1,150,1034
30565,2,100,1551
30565,3,50,2068
30566,1,150,983
30566,2,100,1474.5
30566,3,50,1966
30567,1,150,1071
30567,2,100,1606.5
30567,3,50,2142
30568,1,150,948
30568,2,100,1422
30568,3,50,1896
67119,1,150,805
67119,2,100,1207.5
67119,3,50,1610
67120,1,150,952
67120,2,100,1428
67120,3,50,1904
30080,1,150,991
30080,2,100,1486.5
30080,3,50,1982
62515,1,150,2033
62515,2,100,3049.5
62515,3,50,4066
62516,1,150,856
62516,2,100,1284
62516,3,50,1712
31094,1,150,1520
31094,2,100,2280
31094,3,50,3040
31095,1,150,1055
31095,2,100,1582.5
31095,3,50,2110
31096,1,150,1070
31096,2,100,1605
31096,3,50,2140
31097,1,150,1012
31097,2,100,1518
31097,3,50,2024
31098,1,150,2027
31098,2,100,3040.5
31098,3,50,4054
31099,1,150,829
31099,2,100,1243.5
31099,3,50,1658
31100,1,150,1677
31100,2,100,2515.5
31100,3,50,3354
31179,1,150,950
31179,2,100,1425
31179,3,50,1900
31187,1,150,1680
31187,2,100,2520
31187,3,50,3360
31188,1,150,999
31188,2,100,1498.5
31188,3,50,1998
31281,1,150,1693
31281,2,100,2539.5
31281,3,50,3386
31282,1,150,1040
31282,2,100,1560
31282,3,50,2080
31266,1,150,1021
31266,2,100,1531.5
31266,3,50,2042
31267,1,150,979
31267,2,100,1468.5
31267,3,50,1958
31268,1,150,928
31268,2,100,1392
31268,3,50,1856
31269,1,150,947
31269,2,100,1420.5
31269,3,50,1894
64529,1,150,980
64529,2,100,1470
64529,3,50,1960
64530,1,150,1001
64530,2,100,1501.5
64530,3,50,2002
64053,1,150,910
64053,2,100,1365
64053,3,50,1820
64054,1,150,1091
64054,2,100,1636.5
64054,3,50,2182
60708,1,150,1019
60708,2,100,1528.5
60708,3,50,2038
60709,1,150,827
60709,2,100,1240.5
60709,3,50,1654
49627,1,150,1660
49627,2,100,2490
49627,3,50,3320
55252,1,150,1501
55252,2,100,2251.5
55252,3,50,3002
55253,1,150,1721
55253,2,100,2581.5
55253,3,50,3442
51178,1,150,985
51178,2,100,1477.5
51178,3,50,1970
51179,1,150,986
51179,2,100,1479
51179,3,50,1972
51180,1,150,957
51180,2,100,1435.5
51180,3,50,1914
66913,1,150,1011
66913,2,100,1516.5
66913,3,50,2022
66914,1,150,940
66914,2,100,1410
66914,3,50,1880
66918,1,150,800
66918,2,100,1200
66918,3,50,1600
66919,1,150,927
66919,2,100,1390.5
66919,3,50,1854
66920,1,150,828
66920,2,100,1242
66920,3,50,1656
66926,1,150,810
66926,2,100,1215
66926,3,50,1620
66927,1,150,966
66927,2,100,1449
66927,3,50,1932
55021,1,150,970
55021,2,100,1455
55021,3,50,1940
55022,1,150,804
55022,2,100,1206
55022,3,50,1608
55023,1,150,1000
55023,2,100,1500
55023,3,50,2000
55024,1,150,973
55024,2,100,1459.5
55024,3,50,1946
66923,1,150,1029
66923,2,100,1543.5
66923,3,50,2058
2311,1,150,937
2311,2,100,1405.5
2311,3,50,1874
2312,1,150,1061
2312,2,100,1591.5
2312,3,50,2122
2313,1,150,1028
2313,2,100,1542
2313,3,50,2056
14365,1,150,1696
14365,2,100,2544
14365,3,50,3392
11912,1,150,825
11912,2,100,1237.5
11912,3,50,1650
11913,1,150,1718
11913,2,100,2577
11913,3,50,3436
11914,1,150,1003
11914,2,100,1504.5
11914,3,50,2006
62267,1,150,1669
62267,2,100,2503.5
62267,3,50,3338
12833,1,150,1017
12833,2,100,1525.5
12833,3,50,2034
12834,1,150,1717
12834,2,100,2575.5
12834,3,50,3434
12835,1,150,1075
12835,2,100,1612.5
12835,3,50,2150
12836,1,150,1510
12836,2,100,2265
12836,3,50,3020
12837,1,150,833
12837,2,100,1249.5
12837,3,50,1666
12838,1,150,918
12838,2,100,1377
12838,3,50,1836
11370,1,150,849
11370,2,100,1273.5
11370,3,50,1698
11371,1,150,800
11371,2,100,1200
11371,3,50,1600
12499,1,150,2046
12499,2,100,3069
12499,3,50,4092
12500,1,150,977
12500,2,100,1465.5
12500,3,50,1954
12501,1,150,1016
12501,2,100,1524
12501,3,50,2032
12502,1,150,1663
12502,2,100,2494.5
12502,3,50,3326
6584,1,150,844
6584,2,100,1266
6584,3,50,1688
2468,1,150,864
2468,2,100,1296
2468,3,50,1728
2469,1,150,813
2469,2,100,1219.5
2469,3,50,1626
2470,1,150,1030
2470,2,100,1545
2470,3,50,2060
2471,1,150,1734
2471,2,100,2601
2471,3,50,3468
63913,1,150,814
63913,2,100,1221
63913,3,50,1628
63914,1,150,984
63914,2,100,1476
63914,3,50,1968
12523,1,150,2015
12523,2,100,3022.5
12523,3,50,4030
12524,1,150,833
12524,2,100,1249.5
12524,3,50,1666
12525,1,150,836
12525,2,100,1254
12525,3,50,1672
63712,1,150,1526
63712,2,100,2289
63712,3,50,3052
63713,1,150,850
63713,2,100,1275
63713,3,50,1700
63727,1,150,993
63727,2,100,1489.5
63727,3,50,1986
587,1,150,1026
587,2,100,1539
587,3,50,2052
588,1,150,1023
588,2,100,1534.5
588,3,50,2046
589,1,150,1009
589,2,100,1513.5
589,3,50,2018
63688,1,150,1519
63688,2,100,2278.5
63688,3,50,3038
63689,1,150,951
63689,2,100,1426.5
63689,3,50,1902
63690,1,150,831
63690,2,100,1246.5
63690,3,50,1662
63691,1,150,902
63691,2,100,1353
63691,3,50,1804
63692,1,150,989
63692,2,100,1483.5
63692,3,50,1978
63693,1,150,2038
63693,2,100,3057
63693,3,50,4076
63710,1,150,961
63710,2,100,1441.5
63710,3,50,1922
63711,1,150,1723
63711,2,100,2584.5
63711,3,50,3446
63653,1,150,2020
63653,2,100,3030
63653,3,50,4040
63654,1,150,941
63654,2,100,1411.5
63654,3,50,1882
63655,1,150,1526
63655,2,100,2289
63655,3,50,3052
672,1,150,1005
672,2,100,1507.5
672,3,50,2010
673,1,150,1043
673,2,100,1564.5
673,3,50,2086
674,1,150,1000
674,2,100,1500
674,3,50,2000
675,1,150,1097
675,2,100,1645.5
675,3,50,2194
63736,1,150,1068
63736,2,100,1602
63736,3,50,2136
63737,1,150,932
63737,2,100,1398
63737,3,50,1864
63738,1,150,1064
63738,2,100,1596
63738,3,50,2128
63720,1,150,813
63720,2,100,1219.5
63720,3,50,1626
63721,1,150,1021
63721,2,100,1531.5
63721,3,50,2042
63722,1,150,993
63722,2,100,1489.5
63722,3,50,1986
66537,1,150,1015
66537,2,100,1522.5
66537,3,50,2030
66538,1,150,1698
66538,2,100,2547
66538,3,50,3396
66539,1,150,868
66539,2,100,1302
66539,3,50,1736
66540,1,150,1013
66540,2,100,1519.5
66540,3,50,2026
768,1,150,2020
768,2,100,3030
768,3,50,4040
769,1,150,926
769,2,100,1389
769,3,50,1852
63698,1,150,1013
63698,2,100,1519.5
63698,3,50,2026
63699,1,150,1017
63699,2,100,1525.5
63699,3,50,2034
63759,1,150,1027
63759,2,100,1540.5
63759,3,50,2054
63760,1,150,847
63760,2,100,1270.5
63760,3,50,1694
66541,1,150,911
66541,2,100,1366.5
66541,3,50,1822
66542,1,150,2033
66542,2,100,3049.5
66542,3,50,4066
63731,1,150,1095
63731,2,100,1642.5
63731,3,50,2190
63732,1,150,868
63732,2,100,1302
63732,3,50,1736
63733,1,150,1694
63733,2,100,2541
63733,3,50,3388
936,1,150,976
936,2,100,1464
936,3,50,1952
937,1,150,909
937,2,100,1363.5
937,3,50,1818
938,1,150,868
938,2,100,1302
938,3,50,1736
939,1,150,987
939,2,100,1480.5
939,3,50,1974
1128,1,150,1096
1128,2,100,1644
1128,3,50,2192
1129,1,150,941
1129,2,100,1411.5
1129,3,50,1882
1142,1,150,823
1142,2,100,1234.5
1142,3,50,1646
1143,1,150,1085
1143,2,100,1627.5
1143,3,50,2170
1144,1,150,1099
1144,2,100,1648.5
1144,3,50,2198
1145,1,150,1519
1145,2,100,2278.5
1145,3,50,3038
1146,1,150,1054
1146,2,100,1581
1146,3,50,2108
1147,1,150,1508
1147,2,100,2262
1147,3,50,3016
1148,1,150,1658
1148,2,100,2487
1148,3,50,3316
1149,1,150,817
1149,2,100,1225.5
1149,3,50,1634
67082,1,150,1053
67082,2,100,1579.5
67082,3,50,2106
67083,1,150,1688
67083,2,100,2532
67083,3,50,3376
1357,1,150,2023
1357,2,100,3034.5
1357,3,50,4046
1358,1,150,2049
1358,2,100,3073.5
1358,3,50,4098
63774,1,150,852
63774,2,100,1278
63774,3,50,1704
63775,1,150,1514
63775,2,100,2271
63775,3,50,3028
2008,1,150,1004
2008,2,100,1506
2008,3,50,2008
2009,1,150,964
2009,2,100,1446
2009,3,50,1928
61849,1,150,999
61849,2,100,1498.5
61849,3,50,1998
61850,1,150,1535
61850,2,100,2302.5
61850,3,50,3070
61851,1,150,1028
61851,2,100,1542
61851,3,50,2056
63971,1,150,1673
63971,2,100,2509.5
63971,3,50,3346
60946,1,150,1043
60946,2,100,1564.5
60946,3,50,2086
57399,1,150,1688
57399,2,100,2532
57399,3,50,3376
59815,1,150,994
59815,2,100,1491
59815,3,50,1988
61872,1,150,1524
61872,2,100,2286
61872,3,50,3048
42985,1,150,973
42985,2,100,1459.5
42985,3,50,1946
35616,1,150,1542
35616,2,100,2313
35616,3,50,3084
37158,1,150,837
37158,2,100,1255.5
37158,3,50,1674
59381,1,150,990
59381,2,100,1485
59381,3,50,1980
59382,1,150,864
59382,2,100,1296
59382,3,50,1728
38188,1,150,855
38188,2,100,1282.5
38188,3,50,1710
29604,1,150,800
29604,2,100,1200
29604,3,50,1600
29605,1,150,1052
29605,2,100,1578
29605,3,50,2104
38469,1,150,979
38469,2,100,1468.5
38469,3,50,1958
39468,1,150,830
39468,2,100,1245
39468,3,50,1660
35249,1,150,1693
35249,2,100,2539.5
35249,3,50,3386
35278,1,150,851
35278,2,100,1276.5
35278,3,50,1702
37517,1,150,1038
37517,2,100,1557
37517,3,50,2076
37365,1,150,2007
37365,2,100,3010.5
37365,3,50,4014
38515,1,150,902
38515,2,100,1353
38515,3,50,1804
38516,1,150,924
38516,2,100,1386
38516,3,50,1848
38517,1,150,925
38517,2,100,1387.5
38517,3,50,1850
38518,1,150,805
38518,2,100,1207.5
38518,3,50,1610
38519,1,150,1528
38519,2,100,2292
38519,3,50,3056
38520,1,150,834
38520,2,100,1251
38520,3,50,1668
38521,1,150,1087
38521,2,100,1630.5
38521,3,50,2174
38522,1,150,1094
38522,2,100,1641
38522,3,50,2188
38523,1,150,942
38523,2,100,1413
38523,3,50,1884
38524,1,150,1041
38524,2,100,1561.5
38524,3,50,2082
38525,1,150,1000
38525,2,100,1500
38525,3,50,2000
38526,1,150,969
38526,2,100,1453.5
38526,3,50,1938
38527,1,150,1678
38527,2,100,2517
38527,3,50,3356
38528,1,150,1067
38528,2,100,1600.5
38528,3,50,2134
38529,1,150,1706
38529,2,100,2559
38529,3,50,3412
38530,1,150,1054
38530,2,100,1581
38530,3,50,2108
62682,1,150,1007
62682,2,100,1510.5
62682,3,50,2014
28123,1,150,851
28123,2,100,1276.5
28123,3,50,1702
28124,1,150,1546
28124,2,100,2319
28124,3,50,3092
22006,1,150,921
22006,2,100,1381.5
22006,3,50,1842
3225,1,150,843
3225,2,100,1264.5
3225,3,50,1686
4056,1,150,1748
4056,2,100,2622
4056,3,50,3496
19824,1,150,1651
19824,2,100,2476.5
19824,3,50,3302
19825,1,150,1512
19825,2,100,2268
19825,3,50,3024
19826,1,150,921
19826,2,100,1381.5
19826,3,50,1842
19827,1,150,956
19827,2,100,1434
19827,3,50,1912
5375,1,150,1001
5375,2,100,1501.5
5375,3,50,2002
5376,1,150,1011
5376,2,100,1516.5
5376,3,50,2022
5377,1,150,995
5377,2,100,1492.5
5377,3,50,1990
5378,1,150,1657
5378,2,100,2485.5
5378,3,50,3314
5379,1,150,2010
5379,2,100,3015
5379,3,50,4020
5380,1,150,1002
5380,2,100,1503
5380,3,50,2004
59249,1,150,937
59249,2,100,1405.5
59249,3,50,1874
20527,1,150,979
20527,2,100,1468.5
20527,3,50,1958
3761,1,150,858
3761,2,100,1287
3761,3,50,1716
4341,1,150,1527
4341,2,100,2290.5
4341,3,50,3054
19829,1,150,1088
19829,2,100,1632
19829,3,50,2176
18682,1,150,992
18682,2,100,1488
18682,3,50,1984
20566,1,150,971
20566,2,100,1456.5
20566,3,50,1942
4943,1,150,869
4943,2,100,1303.5
4943,3,50,1738
14082,1,150,834
14082,2,100,1251
14082,3,50,1668
21765,1,150,1009
21765,2,100,1513.5
21765,3,50,2018
21766,1,150,2028
21766,2,100,3042
21766,3,50,4056
21767,1,150,1746
21767,2,100,2619
21767,3,50,3492
21768,1,150,928
21768,2,100,1392
21768,3,50,1856
51297,1,150,1036
51297,2,100,1554
51297,3,50,2072
51298,1,150,1739
51298,2,100,2608.5
51298,3,50,3478
51299,1,150,2035
51299,2,100,3052.5
51299,3,50,4070
51300,1,150,913
51300,2,100,1369.5
51300,3,50,1826
51301,1,150,834
51301,2,100,1251
51301,3,50,1668
51302,1,150,1002
51302,2,100,1503
51302,3,50,2004
24864,1,150,971
24864,2,100,1456.5
24864,3,50,1942
24876,1,150,820
24876,2,100,1230
24876,3,50,1640
24877,1,150,1002
24877,2,100,1503
24877,3,50,2004
56586,1,150,1081
56586,2,100,1621.5
56586,3,50,2162
56587,1,150,802
56587,2,100,1203
56587,3,50,1604
56588,1,150,943
56588,2,100,1414.5
56588,3,50,1886
48072,1,150,1671
48072,2,100,2506.5
48072,3,50,3342
48073,1,150,1068
48073,2,100,1602
48073,3,50,2136
48074,1,150,997
48074,2,100,1495.5
48074,3,50,1994
48075,1,150,836
48075,2,100,1254
48075,3,50,1672
48076,1,150,1665
